desAnka	Npfsn	Desanka
jEdan	Mlcmsn	jedan
pUt	Ncmsn	put
u	Sa	u
kOe	Pdpa	koji
kvOe	Vcr3s	kvobiti
sIto	Rgp	sito
.	Z	.

pa	Cc	pa
si	Px--sd	sebe
prAvimo	Vmr1p	praviti
kAfu	Ncfsa	kafa
.	Z	.

tekvO	Pd-nsn	takav
je	Var3s	biti
dEco	Ncfsv	deca
.	Z	.

kakO	Cs	kako
na	Sa	na
vIdovdan	Npmsan	vIdovdan
?	Z	?
.	Z	.

aa	Cc	a
na	Sa	na
velIkden	Npmsan	velikdan
.	Z	.

na	Sa	na
velIkden	Npmsan	velikdan
.	Z	.

Uskrs	Npmsn	Uskrs
je	Var3s	biti
velIkden	Npmsn	velikden
.	Z	.

trI	Mlc	tri
dAna	Ncmsg	dan
.	Z	.

trI	Mlc	tri
dAna	Ncmsg	dan
su	Var3p	biti
velIkden	Npmsn	velikden
.	Z	.

Isto	Rgp	isto
velIkden	Npmsn	velikden
.	Z	.

tegAte	Rgp	tegate
pEčem	Vmr1s	peći
perAšće	Rgc	perasto
.	Z	.

na	Sa	na
#člIne#	Npmsan	#člIne#
.	Z	.

na	Sa	na
velOkden	Npmsn	velOkden
ss/	Npmsn	ss/
.	Z	.

podElimo	Vmr1p	podeliti
.	Z	.

jUtri	Agpfsny	jutri
igrAnka	Ncfsn	igranka
.	Z	.

u	Sa	u
selO	Ncnsa	selo
slAvimo	Vmr1p	slaviti
.	Z	.

premenjUjemo	Vmr1p	premenjivati
se	Px--sa	sebe
.	Z	.

kOj	Pi3m-n	koji
kvO	Pr-nsn	kvo
Ima	Vmr3s	imati
.	Z	.

dotEra	Vmr3s	doterati
se	Pxsa	sebe
Ubavo	Rgp	ubavo
Alječe	Npmsl	Alji
Idemo	Vmr1p	ići
na	Sa	na
igrAnku	Ncfsa	igranka
.	Z	.

sabEremo	Vmr1p	sabrati
se	Px--sa	sebe
Omladina	Npfsn	Omladina
.	Z	.

decA	Ncnpn	dete
.	Z	.

dok	Cs	dok
si	Px--sd	sebe
bIo	Vcp-sm	biti
odOn	Npmsn	Odon
.	Z	.

ovAm	Rgp	ovamo
u	Sl	u
ćuštIcu	Npmsl	ćuštIc
.	Z	.

slEznemo	Px--sa	slEznemo
selO	Vmp-sn	sesti
svirAči	Ncmpn	svirač
.	Z	.

ej	I	ej
štO	Pi3n	što
nIje	Var3s	biti
sAg	Ncmsn	sag
tegA	Ncmsg	teg
.	Z	.

pa	Cc	pa
#kRr#	Qr	#kRr#
.	Z	.

paa	Cc	pa
.	Z	.

vrtEšće	Qr	vrtEšće
.	Z	.

u	Sa	u
selO	Ncnsa	selo
nAše	Ps1nsn	naš
u	Sl	u
ćuštIcu	Npmsl	ćuštIc
.	Z	.

vrtEšće	Qr	vrtEšće
.	Z	.

stolIce	Ncfpn	stolica
.	Z	.

vrtEšće	Px--sa	vrtEšće
nEznam	Vmr1s	neznati
kOlko	Pq-nsn	koliki
.	Z	.

gRnci	Npmpn	gRnac
.	Z	.

ma	I	ma
kakvO	Pi-nsn	kakav
ne	Qz	ne
iznEšeno	Agpnsny	izneti
.	Z	.

evE	I	evo
.	Z	.

svE	Pisn	sav
svI	Vmr3s	svirati
stvAri	Ncfpa	stvar
je	Var3s	biti
.	Z	.

imAlo	Vmp-sn	imati
.	Z	.

i	Cc	i
da	Cs	da
kUpiš	Vmr2s	kupiti
.	Z	.

i	Cc	i
bombOne	Ncfpa	bombona
i	Cc	i
.	Z	.

svAkakve	Pi-fpa	svakakav
.	Z	.

i	Cc	i
šArene	Agpmpay	šaren
i	Cc	i
.	Z	.

a	Cc	a
sAg	Rgp	sad
nEma	Vmr3s	imati
.	Z	.

tO	Pd-nsa	taj
tOj	Pd-nsn	taj
vrEme	Ncnsn	vreme
kad	Cs	kad
nEma	Vmr3s	imati
nIgde	Rgp	nigde
.	Z	.

paa	Cc	pa
svirAči	Ncmpn	svirač
.	Z	.

a	Cc	a
sAg	Rgp	sad
tOj	Pd-nsn	taj
nEma	Vmr3s	imati
.	Z	.

mI	Pp1-pn	ja
smo	Var1p	biti
na	Sa	na
velIkden	Npmsan	velikdan
išlI	Vmp-pm	ići
islEznemo	Var1p	islEznemo
.	Z	.

sabIramo	Vmr1p	sabirati
se	Px--sa	sebe
.	Z	.

tekvOj	Z	tekvOj
de	Rgp	gde
#tavI	Mdc	#tavi
na	Sa	na
se#	Npmsan	se#
.	Z	.

vAćaš	Qr	vAćaš
.	Z	.

rOvinete	Xf	rOvinete
bEgaš	Xf	bEgaš
.	Z	.

do	Sg	do
.	Z	.

kOje	Pi-nsn	koji
gdE	Rgp	gde
.	Z	.

a	Cc	a
onO	Pd-nsn	onaj
trI	Mlc	tri
danA	Ncmsg	dan
.	Z	.

kOji	Pi-mpn	koji
.	Z	.

kOga	Pi3m	tko
nEje	Var3s	biti
strA	Ncmsn	stra
mOž	Rgp	možda
si	Px--sd	sebe
i	Cc	i
sedI	Agpmsny	sed
.	Z	.

po	Sl	po
rOvinete	Ncfsl	rovina
.	Z	.

da	Cs	da
čEka	Vmr3s	čekati
jUtra	Ncnsg	jutro
dAn	Ncmsn	dan
da	Cs	da
glEda	Vmr3s	gledati
.	Z	.

perAšćete	Ncfpa-t	perašća
.	Z	.

pOjdemo	Vma1p	poći
na	Sa	na
dObar	Agpmsann	dobar
dAn	Ncmsan	dan
.	Z	.

Idemo	Vmr1p	ići
.	Z	.

Omladina	Npfsn	Omladina
.	Z	.

ozgOl	Npmsn	ozgOl
.	Z	.

Arim	Qr	Arim
.	Z	.

svAko	Pi3m	svatko
devOjče	Ncnsn	devojče
turIlo	Vmp-sn	turiti
u	Sa	u
džEp	Ncmsan	džep
.	Z	.

perAšku	Agpfsay	peraški
.	Z	.

će	Var3s	hteti
ga	Pp3msa	on
dR/	Ncmsn	dr/
će	Var3s	hteti
ga	Pp3msa	on
dRpnu	Vmp-sm	drpnti
onOj	Pd-nsn	onaj
momčE	Ncnsn	momče
.	Z	.

kao	Cs	kao
Omladina	Npfsn	Omladina
.	Z	.

te	Cc	te
onA	Pp3fsn	on
se	Px--sd	sebe
Ona	Pp3fsn	on
mi	Pp1-sd	ja
se	Px--sa	sebe
smejE	Vmr3s	smejati
.	Z	.

će	Var3s	hteti
pOjdemo	Npmsn	pOjdemo
.	Z	.

ozgOl	Npmsn	ozgOl
pa	Cc	pa
.	Z	.

dRpne	Rgp	drpne
onIja	Pp3mpn	onaj
dRpne	Rgp	drpne
onIja	Pp3mpn	onaj
.	Z	.

bRtne	Agpfpny	brtan
u	Sa	u
džEp	Ncmsan	džep
.	Z	.

mOmče	Ncnsn	momče
otIma	Vmr3s	otimati
.	Z	.

devOjče	Ncnsn	devojče
.	Z	.

držI	Vmr3s	držati
perAšku	Agpfsay	peraški
.	Z	.

bOre	Vmr3p	boriti
se	Px--sa	sebe
.	Z	.

smejU	Vmr3p	smeti
se	Px--sa	sebe
.	Z	.

tekvOje	Npnsn	tekvOje
te	Pp2-sa	ti
.	Z	.

i	Cc	i
.	Z	.

donegdE	Rgp	donegde
se	Px--sa	sebe
mAnu	Vmr3p	manuti
.	Z	.

pa	Cc	pa
Ajd	I	hajde
.	Z	.

će	Var3s	hteti
Idu	Vmr3p	ići
tekA	Rgp	tako
.	Z	.

tekAj	Npmsn	tekAj
i	Cc	i
si	Px--sd	sebe
.	Z	.

pOviše	Rgc	mnogo
pOjdu	Qr	pOjdu
.	Z	.

na	Sa	na
grmAdu	Ncfsa	grmada
ovdE	Rgp	ovde
strA	Mdc	stra
.	Z	.

pa	Cc	pa
se	Px--sa	sebe
otImu	Vmp-sn	otiti
.	Z	.

sEcevu	Vmr3p	secevati
se	Px--sa	sebe
.	Z	.

kao	Cs	kao
štO	Cs	što
znAeš	Vmr2s	znati
.	Z	.

devOjče	Ncnsn	devojče
momčE	Ncnsa	momče
.	Z	.

vAne	Ncfpn	vana
.	Z	.

vAne	Ncfpn	vana
š/	X	š/
sEcaš	Npmsn	sEcaš
.	Z	.

prAiš	Vmr2s	praviti
smEj	Npmsn	Smej
.	Z	.

On	Pp3msn	on
prAiš	Vmr2s	praviti
smEj	Vmm2s	smejati
jA	Pp1-sn	ja
.	Z	.

ne	Qz	ne
dAvam	Vmr1s	davati
.	Z	.

u	Sa	u
džEp	Ncmsan	džep
da	Cs	da
mi	Pp1-sd	ja
bRka	Vmr3s	brkati
.	Z	.

kvE	Npmpa	kv
perAšće	Rgc	perasto
.	Z	.

tekvOj	Qr	tekvOj
.	Z	.

Omladina	Npfsn	Omladina
.	Z	.

pa	Cc	pa
tekA	Rgp	tako
.	Z	.

kakO	Cs	kako
sj	Vmr3s	sj
štO	Pq-nsn	što
sa	Si	sa
štO	Pq-nsn	što
si	Px--sd	sebe
činIle	Npmsn	činIle
.	Z	.

šArene	Agpfpny	šaren
.	Z	.

vezUju	Vmr3p	vezivati
kRpće	Ncfpn	krpća
.	Z	.

kRpice	Ncfpn	krpica
svIlene	Agpfpny	svilen
.	Z	.

el	Qq	jel
odI	Sg	od
trAvu	Ncfsa	trava
.	Z	.

kojA	Pisn	koji
je	Var3s	biti
lIsje	Npnsn	lIsje
.	Z	.

li/	X	li/
lIse	Npfsg	Lisa
.	Z	.

širOko	Rgp	široko
uvIvao	Pi-nsn	uvIvao
ga	Pp3msa	on
.	Z	.

jajcEto	Rgp	jajceto
sas	Si	sa
travUtu	Ncfsa-t	trava
.	Z	.

i	Cc	i
pOsle	Rgp	posle
sas	Si	sa
serEtku	Agpfsay	seretki
kRpu	Ncfsa	krpa
da	Cs	da
g	Pp3msa	on
.	Z	.

da	Cs	da
ga	Pp3msa	on
držI	Vmr3s	držati
.	Z	.

ta	Cs	da
da	Cs	da
se	Px--sa	sebe
učIni	Vmr3s	učiniti
tekvOj	Pd-nsn	tekvOj
.	Z	.

i	Cc	i
navRžu	Vmr3p	navrzti
onO	Pd-nsa	onaj
šarEna	Agpnpay	šaren
jAjca	Ncnpa	jajce
.	Z	.

tekvO	Pd-nsn	takav
je	Var3s	biti
na	Sa	na
velIkden	Npmsn	velikden
.	Z	.

i	Cc	i
onO	Pd-nsn	onaj
trOši	Vmr3s	trošiti
štO	Cs	što
kAže	Vmr3s	kazati
brAca	Ncmsay	bratac
.	Z	.

natrOšiš	Npmsn	natrOšiš
u	Sa	u
mAk	Ncmsan	mak
.	Z	.

odI	Sg	od
crvEni	Agpmsny	crven
lUk	Ncmsn	luk
.	Z	.

šUšćete	Ncfpant	šušće
.	Z	.

sAmo	Rgp	samo
u	Sa	u
šumAk	Npmsan	šumAk
natUraš	Npfsl	natUraš
.	Z	.

i	Cc	i
jAjca	Ncnpa	jajce
natUraš	Npmsn	natUraš
.	Z	.

i	Cc	i
učIni	Vmr3s	učiniti
se	Px--sa	sebe
.	Z	.

kao	Cs	kao
tvO	Ncnsn	tvo
ovA	Pd-fsn	ovaj
blUza	Ncfsn	bluza
.	Z	.

#Ubode#	Cs	#Ubode#
kao	Cs	kao
kadvE	Ncfpn	kadva
.	Z	.

u	Sa	u
lUk	Ncmsan	luk
se	Px--sa	sebe
mlOgo	Rgp	mnogo
čIni	Vmr3s	činiti
.	Z	.

tekvOj	Npmpn	tekvO
sIne	Ncmsv	sin
.	Z	.

sg	Rgp	sad
nEma	Vmr3s	imati
velIkden	Npmsn	velikden
nEma	Vmr3s	imati
.	Z	.

perAšće	Rgc	perasto
si	Px--sd	sebe
čIne	Vmr3p	činiti
.	Z	.

al	Cc	ali
.	Z	.

nEma	Vmr3s	imati
tIja	Pd-mpn	taj
dnI	Ncmpn	dn
.	Z	.

pa	Cc	pa
.	Z	.

kOj	Pi3m-n	koji
.	Z	.

jedU	Vmr3p	jesti
.	Z	.

kvO	Pr-nsn	kvo
će	Var3s	hteti
velIkden	Npmsn	velikden
.	Z	.

tI	Pp2-sn	ti
si	Px--sd	sebe
panEl	Ncmsn	panel
.	Z	.

strOši	Npmsn	strOši
.	Z	.

trOšimo	Vmr1p	trošiti
tI	Pp2-sn	ti
kljUcneš	Pd-nsa	kljUcneš
.	Z	.

mAl	Npmsn	mAl
u	Sl	u
tU	Rgp	tu
perAško	Agpnsny	peraški
.	Z	.

jA	Pp1-sn	ja
kljUcnem	Vmr1s	kljucnuti
tvOjutu	Ncfsa-t	tvoja
.	Z	.

onE	Pp3fpn	oni
se	Px--sa	sebe
strOše	Vmr3p	strošiti
.	Z	.

ulUpimo	Npmsn	ulUpimo
i	Cc	i
jedEmo	Vmr1p	jesti
.	Z	.

onO	Pd-nsn	onaj
.	Z	.

s	Sg	sa
perAšće	Rgc	perasto
se	Pxsa	sebe
ne	Qz	ne
vRdaju	Vmr3p	vrdati
.	Z	.

tekvOj	Npmsn	tekvOj
sIne	Ncmsv	sin
tekvOj	Vmm2s	tekvoti
.	Z	.

na	Sa	na
velIkden	Npmsan	velikdan
nAjbolje	Rgs	dobro
.	Z	.

dObro	Rgp	dobro
vrEme	Ncnsn	vreme
.	Z	.

ne	Qz	ne
.	Z	.

slUša	Vmr3s	slušati
.	Z	.

On	Pp3msn	on
slUšajA	Npfsn	slUšajA
ga	Pp3msa	on
prekrstI	Vmr3s	prekrstiti
devOjče	Ncnsa	devojče
.	Z	.

On	Pp3msn	on
kAko	Cs	kako
slUša	Vmr3s	slušati
.	Z	.

sAmo	Rgp	samo
.	Z	.

nEšto	Pi3n-a	nešto
si	Px--sd	sebe
onOj	Pd-nsa	onaj
vI	Pp2-pn	vi
ste	Vcr2p	biti
mlAde	Agpfpny	mlad
.	Z	.

kjE	Z	kjE
ci	Ncmpn	ci
vI	Pp2-pn	vi
rEkle	Vmp-pf	reći
.	Z	.

nEksovi	Qr	nEksovi
.	Z	.

dAk	Rgp	dak
jA	Pp1-sn	ja
kAžem	Vmr1s	kazati
.	Z	.

On	Pp3msn	on
ulAzi	Vmr3s	ulaziti
li	Qq	li
.	Z	.

a	Cc	a
ma	I	ma
kvO	Pr-nsn	kvo
je	Vcr3s	biti
rAbote	Vmr3s	rabotati
On	Pp3msn	on
.	Z	.

uslUša	Qr	uslUša
.	Z	.

ma	I	ma
sslUša	Pi-nsn	sslUša
jA	Pp1-sn	ja
kAžem	Vmr1s	kazati
.	Z	.

nAš	Ps1msn	naš
onO	Pd-nsn	onaj
devOjče	Ncnsn	devojče
Ide	Vmr3s	ići
sAg	Rgp	sad
će	Var3s	hteti
se	Pxsa	sebe
postAv	Ncmsn	postav
.	Z	.

On	Pp3msn	on
mlOgo	Rgp	mnogo
slUša	Vmr3s	slušati
.	Z	.

al	Cc	ali
sAmo	Rgp	samo
.	Z	.

jednO	Mlcnsn	jedan
da	Cs	da
mu	Pp3msd	on
nejE	Var3s	biti
onO	Pdsn	onaj
bi	Vaa3s	biti
bilO	Vmp-sn	biti
devOjče	Ncnsn	devojče
.	Z	.

a	Cc	a
onO	Pd-nsn	onaj
mu	Pp3msd	on
postAili	Vmp-pm	postaiti
mUda	Ncnpn	mudo
.	Z	.

On	Pp3msn	on
se	Px--sa	sebe
ne	Qz	ne
On	Pp3msn	on
se	Px--sa	sebe
ne	Qz	ne
ljUti	Agpmsny	ljut
.	Z	.

On	Pp3msn	on
znAe	Vmr3s	znati
vEć	Rgp	već
štO	Pi3n-a	što
.	Z	.

prIčam	Vmr1s	pričati
.	Z	.

a	Cc	a
?	Z	?
.	Z	.

Ime	Ncnsn	ime
li	Qq	li
?	Z	?
.	Z	.

mAti	Ncfsn	mati
si	Px--sd	sebe
je	Pp3fsa	on
trEba	Vmr3s	trebati
.	Z	.

baŠ	Qo	baš
da	Cs	da
.	Z	.

al	Cc	ali
ni	Qo	ni
onI	Pp3mpn	oni
su	Var3p	biti
si	Px--sd	sebe
.	Z	.

pa	Cc	pa
nE	Qz	ne
znam	Vmr1s	znati
.	Z	.

kOji	Pisn	koji
je	Var3s	biti
.	Z	.

kO	Pi3m	ko
je	Var3s	biti
.	Z	.

kOji	Pisn	koji
je	Var3s	biti
bIl	Vmp-sm	biti
.	Z	.

kOji	Pisn	koji
je	Var3s	biti
ga	Pp3msa	on
rađAl	Vmp-sm	rađati
.	Z	.

kOji	Pipn	koji
krEj	Vmr3p	krti
njEg	Pp3msa	on
su	Var3p	biti
bilI	Vapm	biti
.	Z	.

tIja	Pd-mpn	taj
su	Var3p	biti
mu	Pp3msd	on
i	Cc	i
davAli	Vmp-pm	davati
.	Z	.

jA	Pp1-sn	ja
sam	Var1s	biti
bilA	Vcp-sf	biti
.	Z	.

dalEk	Agpmsnn	dalek
od	Sg	od
tEgaj	Rgp	tada
.	Z	.

e	I	e
tOj	Pd-nsn	taj
.	Z	.

kakO	Cs	kako
li	Qq	li
.	Z	.

kAd	Cs	kad
se	Px--sa	sebe
rOdi	Vmr3s	roditi
.	Z	.

detE	Ncnsn	dete
.	Z	.

kAd	Cs	kad
se	Px--sa	sebe
rOdi	Vmr3s	roditi
.	Z	.

detE	Ncnsn	dete
.	Z	.

etEg	Qr	etEg
.	Z	.

tI	Pp2-sn	ti
si	Px--sd	sebe
se	Px--sa	sebe
rodIl	Vmp-pm	roditi
.	Z	.

t	Rgp	tu
istrEsli	Vmp-pm	istresti
te	Pp2-sa	ti
.	Z	.

kakO	Cs	kako
.	Z	.

ovcA	Ncfsn	ovca
jAgnje	Ncnsn	jagnje
.	Z	.

i	Cc	i
.	Z	.

kAd	Cs	kad
si	Px--sd	sebe
bUbnulo	Vmp-sn	bubnuti
nA	Sa	na
zem	Ncmsan	zem
.	Z	.

i	Cc	i
naIde	Npfsg	Naida
čovEk	Ncmsn	čovek
.	Z	.

a	Cc	a
onI	Pp3mpn	oni
mI	Pp1-pn	ja
smo	Var1p	biti
vIdeli	Vmp-pm	videti
.	Z	.

Ide	Vmr3s	ići
čovEk	Ncmsn	čovek
.	Z	.

po	Sa	po
pUt	Ncmsan	put
.	Z	.

razUmš	Npmsn	razUmš
li	Qq	li
me	Pp1-sa	ja
?	Z	?
.	Z	.

Ide	Vmr3s	ići
čovEk	Ncmsn	čovek
po	Sa	po
pUt	Ncmsan	put
.	Z	.

onI	Pp3mpn	oni
Uznu	Vmr3p	uzeti
te	Cc	te
pa	Cc	pa
te	Pp2-sa	ti
.	Z	.

isfRlje	Ncnsn	isfrlje
na	Sa	na
pUt	Ncmsan	put
.	Z	.

Uviju	Vmr3p	uviti
pa	Cc	pa
te	Cc	te
isfRlje	Ncnsn	isfrlje
na	Sa	na
pUt	Ncmsan	put
.	Z	.

pa	Cc	pa
se	Px--sa	sebe
skUtaju	Vmr3p	skutati
.	Z	.

ovAm	Rgp	ovamo
mAl	Vmp-sm	mati
te	Cc	te
pAze	Npmsn	pAze
.	Z	.

i	Cc	i
onu	Pp3msd	onaj
naIdu	Npfsa	Naida
.	Z	.

i	Cc	i
onO	Pd-nsn	onaj
bebE	Ncfpn	beba
palO	Vmp-sn	pasti
na	Sa	na
pUtat	Agpfpay	putai
bebE	Ncfpa	beba
.	Z	.

onI	Pp3mpn	oni
sAmo	Rgp	samo
zavrAli	Mdc	zavrali
.	Z	.

uzImaj	Vmm2s	uzimati
uzImaj	Vmm2s	uzimati
.	Z	.

uzImaj	Vmm2s	uzimati
.	Z	.

On	Pp3msn	on
se	Px--sa	sebe
čUdi	Vmr3s	čuditi
štO	Cs	što
sAg	Rgp	sad
gu	Pq-nsn	on
ga	Pp3msa	on
.	Z	.

On	Pp3msn	on
grAvne	Px--sa	grAvne
Uzne	Vmr3s	uzeti
.	Z	.

evE	I	evo
o	I	o
.	Z	.

a	Cc	a
onI	Pp3mpn	oni
ne	Qz	ne
tAj	Pd-msn	taj
.	Z	.

da	Cs	da
ti	Pp2-sd	ti
kAžem	Vmr1s	kazati
mAleva	Npfsn	mAleva
ucRga	Npfsn	ucRga
.	Z	.

tOjt	Qr	tOjt
da	Cs	da
li	Qq	li
na	Sl	na
brAcu	Ncmsl	bratac
bEleše	Npmpa	Beleš
.	Z	.

i	Cc	i
On	Pp3msn	on
uzE	Vma3s	uzeti
uzEli	Vmp-pm	uzeti
bebE	Ncfpa	beba
.	Z	.

i	Cc	i
tEto	Agpmsnn	teto
kUm	Ncmsn	kum
.	Z	.

kUmi	Vmr3s	kumiti
kUmi	Vmr3s	kumiti
kUmi	Vmr3s	kumiti
detE	Ncnsn	dete
ga	Pp3msa	on
.	Z	.

i	Cc	i
.	Z	.

i	Cc	i
sAv	Agpmsnn	sav
uzEo	Vmp-sm	uzeti
si	Px--sd	sebe
bebEto	Ncfpn	bebeta
.	Z	.

te	Cc	te
ti	Pp2-sd	ti
kUm	Ncmsn	kum
.	Z	.

i	Cc	i
tEb	Vmp-sm	teti
.	Z	.

pOštuju	Vmr3p	poštovati
.	Z	.

tEka	Rgp	tako
ga	Pp3msa	on
na	Sa	na
dlAn	Ncmsan	dlan
da	Cs	da
nIma	Ncmpd	n
te	Cc	te
držU	Vmp-sn	drti
.	Z	.

kAd	Cs	kad
bUdeš	Vmr2s	biti
.	Z	.

da	Cs	da
strižEš	Vmr2s	strići
.	Z	.

mu	Pp3msd	on
kOsu	Ncfsa	kosa
.	Z	.

kUm	Ncmsn	kum
mu	Pp3msd	on
da	Cs	da
strižE	Vmr3s	strići
.	Z	.

Ima	Vmr3s	imati
tU	Rgp	tu
tRpaju	Vmr3p	trpati
sas	Si	sa
.	Z	.

kO	Pi3m-n	ko
je	Var3s	biti
kakAv	Pi-msn	kakav
je	Vcr3s	biti
čovEk	Ncmsn	čovek
.	Z	.

Ima	Vmr3s	imati
tU	Rgp	tu
tRpaju	Vmr3p	trpati
.	Z	.

sRdju	Qr	sRdju
da	Cs	da
.	Z	.

u	Sa	u
dArove	Ncmpa	dar
.	Z	.

kakvO	Pi-nsn	kakav
.	Z	.

Imat	Npmsn	Imat
nEma	Vmr3s	imati
da	Cs	da
se	Pxsa	sebe
vIdiš	Vmr2s	videti
odI	Sg	od
premEn	Npmsn	premEn
.	Z	.

i	Cc	i
tOj	Pd-nsn	taj
ti	Pp2-sd	ti
je	Vcr3s	biti
kUm	Ncmsn	kum
kUm	Ncmsn	kum
kUm	Ncmsn	kum
i	Cc	i
#detE	Xf	#detE
lo#	Xf	lo#
.	Z	.

tegA	Ncmsg	teg
.	Z	.

e	I	e
takO	Rgp	tako
je	Var3s	biti
dobivAlo	Vmp-sn	dobivati
detE	Ncnsn	dete
kumA	Ncmsay	kum
.	Z	.

dAnas	Rgp	danas
dAnas	Rgp	danas
tO	Pd-nsn	taj
vIše	Rgc	mnogo
nEma	Vmr3s	imati
.	Z	.

Ima	Vmr3s	imati
bre	I	bre
e	I	e
pa	Cc	pa
Ima	Vmr3s	imati
si	Px--sd	sebe
.	Z	.

brAco	Ncmsn	braco
.	Z	.

štO	Pq	što
.	Z	.

ma	I	ma
Ima	Vmr3s	imati
nEki	Pipn	neki
ne	Qz	ne
zadRže	Vmr3p	zadržati
decA	Ncnpn	dete
.	Z	.

nEma	Vmr3s	imati
On	Pp3msn	on
.	Z	.

prObu	Ncfsa	proba
je	Var3s	biti
.	Z	.

prOba	Vmr3s	probati
nekI	Pi-mpn	neki
.	Z	.

čUva	Vmr3s	čuvati
decA	Ncnpn	dete
pa	Cc	pa
nEma	Vmr3s	imati
.	Z	.

nemOž	Npmsn	nemOž
se	Pxsa	sebe
zadržI	Vmr3s	zadržati
decA	Ncnpn	dete
nEg	Px--sa	nEg
.	Z	.

On	Pp3msn	on
Imao	Vmp-sm	imati
.	Z	.

ij	Qr	ij
.	Z	.

prObuju	Z	prObuju
i	Cc	i
tOj	Pd-nsn	taj
.	Z	.

Ima	Vmr3s	imati
pOsle	Rgp	posle
.	Z	.

rAzno	Rgp	razno
.	Z	.

paa	Cc	pa
Oni	Pp3mpn	oni
pAze	Vmr3p	paziti
.	Z	.

stOji	Vmr3s	stajati
Oni	Pp3mpn	oni
spAze	Vmr3p	spaziti
.	Z	.

njEg	Pp3msa	on
.	Z	.

On	Pp3msn	on
On	Pp3msn	on
naj	Rgp	naj
na	Sa	na
njEga	Pp3msa	on
pAze	Vmr3p	paziti
.	Z	.

On	Pp3msn	on
On	Pp3msn	on
naj	Rgp	naj
na	Sa	na
njEga	Pp3msa	on
pAze	Vmr3p	paziti
.	Z	.

ako	Cs	ako
pOjdeš	Qr	pOjdeš
.	Z	.

niz	Sa	niz
pUt	Ncmsn	put
da	Cs	da
mIneš	Vmr2s	minuti
tUj	Rgp	tu
.	Z	.

Oni	Pp3mpn	oni
uzImau	Vmr3p	uziivati
.	Z	.

nEće	Var3s	hteti
ga	Pp3msa	on
Oni	Pp3mpn	oni
dRže	Vmr3p	držati
na	Sa	na
pUt	Ncmsan	put
.	Z	.

Oni	Pp3mpn	oni
pAze	Vmr3p	paziti
samo	Rgp	samo
gaj	Ncmsan	gaj
.	Z	.

istUre	Vmr3p	isturiti
.	Z	.

tAm	Rgp	tamo
da	Cs	da
ga	Pp3msa	on
nAjdu	Npfsa	Najda
drUđi	Sa	drUđi
.	Z	.

da	Cs	da
nEje	Var3s	biti
onI	Pp3mpn	oni
opAš	Vmp-sn	opti
.	Z	.

i	Cc	i
zatOj	Rgp	zato
kAžu	Vmr3p	kazati
t	X	t
kUm	Ncmsn	kum
kUm	Ncmsn	kum
kUm	Ncmsn	kum
.	Z	.

p	Cc	pa
onO	Pd-nsn	onaj
.	Z	.

aa	Cc	a
.	Z	.

a	Cc	a
gde	Rgp	gde
će	Var3s	hteti
ga	Pp3msa	on
.	Z	.

gde	Rgp	gde
će	Var3p	hteti
isturI	Vmr3s	isturiti
dEte	Ncnsa	dete
vn	Agpnsay	vn
pa	Cc	pa
da	Cs	da
ga	Pp3msa	on
mAne	Vmr3s	manuti
.	Z	.

a	Cc	a
onI	Pp3mpn	oni
.	Z	.

isturI	Vmr3s	isturiti
sAmo	Rgp	samo
mo	Agpmpny	mo
Okali	Npmpn	Okal
.	Z	.

Oknu	Ncnsl	okno
.	Z	.

uzImaj	Vmm2s	uzimati
ne	Qz	ne
čudI	Vmr3s	čuditi
se	Px--sa	sebe
uzImaj	Vmm2s	uzimati
.	Z	.

i	Cc	i
On	Pp3msn	on
ga	Pp3msa	on
Uzne	Vmr3s	uzeti
.	Z	.

o	Sl	o
zEm	Ncmsan	zem
.	Z	.

i	Cc	i
te	Cc	te
ti	Pp2-sd	ti
kUm	Ncmsn	kum
.	Z	.

pOsle	Rgp	posle
paždU	Mdc	paždu
na	Sa	na
nj	Pp3msa	on
.	Z	.

te	Cc	te
ti	Pp2-sd	ti
kUm	Ncmsn	kum
.	Z	.

ostAnjuje	Xf	ostAnjuje
kUn	Xf	kUn
.	Z	.

kUm	Ncmsn	kum
kumI	Vmr3s	kumiti
te	Pdpa	taj
ti	Pp2-sn	ti
.	Z	.

tekA	Rgp	tako
.	Z	.

kakO	Cs	kako
ne	Qz	ne
mOgu	Vmr1s	moći
da	Cs	da
?	Z	?
.	Z	.

ne	Qz	ne
mOg	Vmr1s	moći
svAko	Pi3m-n	svatko
da	Cs	da
znA	Vmr3s	znati
da	Cs	da
pamtIm	Vmr1s	pamtiti
.	Z	.

pa	Cc	pa
zAto	Rgp	zato
jA	Pp1-sn	ja
.	Z	.

paa	Cc	pa
.	Z	.

onO	Pd-nsn	onaj
dOsta	Rgp	dosta
