dobar	Agpmsnn	dobar
mladEnu	Npfsa	Mladena
Umre	Vmr3s	umreti
.	Z	.

onA	Pp3fsn	on
dojdE	Vmr3s	doći
a	Cc	a
On	Pp3msn	on
ne	Qz	ne
tejA/	Vmr3s	teja/ti
cu	Ncfsa	cu
.	Z	.

tAj	Pdsn	taj
mUžat	Ncmsn	muž
((?))	X	((?))
slAvko	Npmsn	Slavko
.	Z	.

On	Pp3msn	on
ne	Qz	ne
tejA	Npfsn	Teja
a	Cc	a
kAd	Cs	kad
ošlA	Vmp-sf	otići
tAj	Pd-fsn	taj
((?))	X	((?))
.	Z	.

Ona	Pp3fsn	on
ošlA	Vmp-sf	otići
nekUda	Rgp	nekuda
dOle	Rgp	dole
pa	Cc	pa
•	X	•
da	Cs	da
prenOći	Vmr3s	prenoćiti
kod	Sg	kod
njU	Pp3fsa	on
kod	Sg	kod
mladEnu	Npfsa	Mladena
.	Z	.

kao	Cs	kao
svAka	Pi-fsn	svaki
mAjka	Ncfsn	majka
.	Z	.

a	Cc	a
tAj	Pd-msn	taj
slAvko	Npmsn	Slavko
bIl	Npmsn	bIl
nekudE	Npmsn	nekudE
.	Z	.

On	Pp3msn	on
išƏl	Vmp-sm	ići
po	Sa	po
tEren	Ncmsan	teren
.	Z	.

nekudE	Npmsn	nekudE
vozIl	Vmp-sm	voziti
nEkakvo	Pi-nsn	nekakav
.	Z	.

pa	Cc	pa
došƏl	Vmp-sm	doći
pa	Cc	pa
rekAl	Vmp-sm	reći
na	Sa	na
mladEnu/	Ncmsan	mladenu/
na	Sl	na
mladEnu	Npmsl	Mladen
rekAl	Vmp-sm	reći
kojI	Pisn	koji
je	Var3s	biti
vEli	Vmr3s	velim
u	Sl	u
sObu	Ncfsa	soba
.	Z	.

mOja	Ps1fsn	moj
mAti	Ncfsn	mati
velI	Vmr3s	velim
došlA	Vmp-sf	doći
mAni	Vmm2s	manuti
ju	Pp3fsa	on
.	Z	.

nOć	Ncfsa	noć
.	Z	.

((?))	X	((?))
da	Cs	da
se	Px--sa	sebe
gUbi	Vmr3s	gubiti
odAvde	Rgp	odavde
.	Z	.

Ajde	I	hajde
ḱUti	Vmr3s	ćutati
vEli	Vmr3s	velim
slAvko	Npmsn	Slavko
mAni	Ncfsd	mana
dE	Rgp	gde
če	Var3s	hteti
da	Cs	da
Ide	Vmr3s	ići
((?))	X	((?))
onA	Pp3fsn	on
nE	Qz	ne
zna	Vmr3s	znati
sAg	Rgp	sad
dE	Rgp	gde
če	Var3s	hteti
dE	Rgp	gde
če	Var3s	hteti
da	Cs	da
Ide	Vmr3s	ići
((?))	X	((?))
.	Z	.

gUbi	Vmr3s	gubiti
ju	Pp3fsa	on
Okaj	Vmm2s	okajati
ju	Pp3fsa	on
((?))	X	((?))
da	Cs	da
ulAzim	Vmr1s	ulaziti
jA	Pp1-sn	ja
.	Z	.

a	Cc	a
onA	Pp3fsn	on
sIrota	Ncfsn	sirota
ne	Qz	ne
tejAla	Pi3n-n	tejAla
mladEna	Npfsn	Mladena
.	Z	.

On	Pp3msn	on
ulEzal	Vmp-sm	uleći
i	Cc	i
rEkal	Vmp-sm	reći
ovAk	Rgp	ovako
smIljo	Agpnsny	smilji
.	Z	.

da	Cs	da
te	Pp2-sa	ti
ne	Qz	ne
vIdim	Vmr1s	videti
u	Sl	u
sObu	Ncfsa	soba
.	Z	.

u	Sl	u
slAvko	Npmsn	Slavko
pa	Cc	pa
gdE	Rgp	gde
ću	Var1s	hteti
sAd	Rgp	sad
nOću	Rgp	noću
jA	Pp1-sn	ja
nOću	Rgp	noću
nE	Qz	ne
znam	Vmr1s	znati
dE	Rgp	gde
ću	Var1s	hteti
jA	Pp1-sn	ja
gdE	Rgp	gde
ću	Var1s	hteti
a	Cc	a
onA	Pp3fsn	on
imAla	Vmp-sf	imati
nEku	Pi-fsa	neki
tEtku	Ncfsa	tetka
rAdu	Ncfsa	rada
.	Z	.

rAda	Ncfsn	rada
bilA	Vapf	biti
kəm	Appfsny	kti
stAnicu	Ncfsa	stanica
nEgde	Rgp	negde
((?))	X	((?))
.	Z	.

gdE	Rgp	gde
znAš	Vmr2s	znati
ovdE	Rgp	ovde
mi	Pp1-pn	ja
u	Sa	u
kUću	Ncfsa	kuća
ne	Qz	ne
trEbaš	Vmr2s	trebati
.	Z	.

i	Cc	i
Uzne	Vmr3s	uzeti
i	Cc	i
istEra	Vmr3s	isterati
ju	Pp3fsa	on
.	Z	.

isterA	Vmr3s	isterati
ǵu	Ncfsa	ǵu
.	Z	.

nIje	Var3s	biti
ju	Pp3fsa	on
uOpšte	Rgp	uopšte
volEo	Ncmsn	voleo
a	Cc	a
onA	Pp3fsn	on
si	Px--sd	sebe
dolazIla	Vmp-sf	dolaziti
.	Z	.

kad	Cs	kad
Umre	Vmr3s	umreti
smIlja	Ncnsg	smilje
On	Pp3msn	on
((?))	X	((?))
žIv	Agpmsnn	živ
On	Pp3msn	on
bEše	Vce3s	biti
šlogirAl	Pi3n-n	šlogirAl
sUrka	Npmsg	Surko
.	Z	.

onI	Pp3mpn	oni
ga	Pp3msa	on
znAš	Vmr2s	znati
zvAli	Vmp-pm	zvati
sUrka	Npmsg	Surko
onO	Pd-nsn	onaj
slAvko	Npmsn	Slavko
mu	Pp3msd	on
Ime	Ncnsn	ime
.	Z	.

On	Pp3msn	on
bEše	Vce3s	biti
žIv	Agpmsnn	živ
a	Cc	a
onA	Pp3fsn	on
si	Px--sd	sebe
doOdeše	Ncfpn	doodeša
onA	Pp3fsn	on
•	X	•
i	Cc	i
unUcivi	Mlcmpn	junucian
•	X	•
doOdili	Vmp-pm	dooditi
.	Z	.

paaa	Cc	pa
umrEl	Vmp-sm	umreti
si	Px--sd	sebe
Ima	Vmr3s	imati
vEč	Rgp	već
On	Pp3msn	on
pO	Sl	po
pre	Sg	pre
od	Sg	od
sAvu	Npfsa	Sava
Ima	Vmr3s	imati
•	X	•
dvanAes	Npfsn	dvanAes
gOdini	Ncfsl	godina
Ima	Vmr3s	imati
ako	Cs	ako
ne	Qz	ne
pOviše	Rgc	mnogo
.	Z	.

nIsu	Var3p	biti
nIsu	Var3p	biti
onI	Pp3mpn	oni
uOpšte	Rgp	uopšte
nIsu	Var3p	biti
smatrAli	Vmpm	smatrati
da	Cs	da
je	Var3s	biti
onA	Pp3fsn	on
njIna	Npfsn	Njina
•	X	•
nIkako	Rgp	nikako
.	Z	.

i	Cc	i
žalEli	Vmp-pm	žaleti
ju	Pp3fsa	on
kao	Cs	kao
da	Cs	da
je	Var3s	biti
umrEla	Vmp-sf	umreti
.	Z	.

kukAli	Vmpm	kukati
u	Sa	u
crnInu	Ncfsa	crnina
za	Sa	za
gO/	X	gO/
gOdinu	Ncfsa	godina
nOsi	Vmr3s	nositi
crnIne	Ncfpa	crnina
.	Z	.

onA	Pp3fsn	on
cRnu	Agpfsay	crn
mAramu	Ncfsa	marama
On	Pp3msn	on
crnU	Agpfsay	crn
košUlju	Ncfsa	košulja
cRno	Agpmsnn	crn
svE	Pi-nsn	sav
.	Z	.

srAm/	Npmsn	srAm/
pa	Cc	pa
glUpos	Qr	glUpos
.	Z	.

a	Cc	a
na	Sa	na
grObišta	Ncnpa	grobište
jEl	Qq	jel
zakopAli	Vmp-pm	zakopati
nEšto	Pi3n-a	nešto
kao	Cs	kao
ili	Cs	ili
.	Z	.

e	I	e
pa	Cc	pa
nE	Qz	ne
znam	Vmr1s	znati
sInko	Ncmsn	sinko
išlI	Vmp-pm	ići
.	Z	.

a	Cc	a
sƏg	Rgp	sad
da	Cs	da
lI	Qq	li
su	Var3p	biti
kopAli	Vmpm	kopati
nekakvO	Pi-nsn	nekakav
zəštO	Qr	zəštO
da	Cs	da
lI	Qq	li
su	Var3p	biti
u	Sl	u
glAvnome	Agpmsly	glavni
išlI	Vmpm	ići
((?))	X	((?))
na	Sa	na
sUbotu	Ncfsa	subota
išlI	Vmp-pm	ići
na	Sa	na
četerEs	Mlc	četrdeset
išlI	Vmp-pm	ići
.	Z	.

kAo	Cs	kao
p/	X	p/
kAo	Cs	kao
da	Cs	da
je	Var3s	biti
umrEla	Vmp-sf	umreti
•	X	•
kAo	Cs	kao
da	Cs	da
nE	Qz	ne
se	Px--sa	sebe
Udala	Vmp-sf	udati
.	Z	.

i	Cc	i
onI	Pp3mpn	oni
sav	Agpmsnn	sav
i	Cc	i
On/	Qr	On/
i	Cc	i
onI	Pp3mpn	oni
id/	Npmsn	id/
Idešev	Npmsn	Idešev
tAmo	Rgp	tamo
gOre	Rgp	gore
po	Sa	po
grObišta	Ncnpa	grobište
.	Z	.

mOj	Ps1msn	moj
baštA	Ncmsn	bašta
se	Px--sa	sebe
kAra	Vmr3s	karati
.	Z	.

nemOj	Vmm2s-y	moći
ste	Var2p	biti
budAle	Ncfsg	budala
nEk	Npmsn	NEK
Ide	Vmr3s	ići
dE	Rgp	gde
znAje	Vmr3s	znati
.	Z	.

((?))	X	((?))
•	X	•
onI	Pp3mpn	oni
ne	Qz	ne
dAvau	Pi3n-n	dAvau
tUđ	Agpmsnn	tuđ
.	Z	.

jEl	Qq	jel
odAvna	Rgp	odavno
nEje	Var3s	biti
imAl	Vmp-sm	imati
nEje/	Ncmsn	neje/
tOj	Pd-nsn	taj
tEl	Vmp-sm	hteti
((?))	X	((?))
kojI	Pisn	koji
dE	Rgp	gde
Oće	Var3s	hteti
da	Cs	da
Ideš	Vmr2s	ići
•	X	•
nEgo	Cc	nego
dE	Rgp	gde
ti	Pp2-sd	ti
kAže	Vmr3s	kazati
baštA	Ncmsn	bašta
.	Z	.

nEk	Pi-msn	neki
je	Vcr3s	biti
kakAv	Pi-msn	kakav
je	Vcr3s	biti
.	Z	.

kUj	Pi3m-n	ko
znAje	Vmr3s	znati
odOkle	Rgp	odakle
je	Var3s	biti
došAl	Vmp-sm	doći
nI	Cc	ni
ga	Pp3msa	on
čUeš	Qo	čUeš
nI	Qo	ni
ga	Pp3msa	on
vIdiš	Vmr2s	videti
i	Cc	i
tI	Pp2-sn	ti
će	Var3s	hteti
devOjka	Ncfsn	devojka
za	Sa	za
njEga	Pp3msa	on
otIde	Vma3s	otići
.	Z	.

mI	Pp1-pn	ja
kAd	Cs	kad
bEše	Vce3s	biti
nAša	Ps1fsn	naš
ćErka	Ncfsn	ćerka
u	Sa	u
bOr	Ncmsan	bor
.	Z	.

otidE	Vma3s	otići
da	Cs	da
Uči	Vmr3s	učiti
za	Sa	za
šnAjderku	Ncmsay	šnajderka
.	Z	.

i	Cc	i
preporučIla	Vmpf	preporučiti
ednA	Npfsn	Edna
•	X	•
iz	Sg	iz
zAečar	Npmsay	zAečar
da	Cs	da
dOjde	Vmr3s	doći
•	X	•
da	Cs	da
Imamo	Vmr1p	imati
ḱErku	Ncfsn	kćerka
da/	X	da/
da	Cs	da
mlAda	Vaa3s	mlAda
bilA	Vcp-sf	biti
.	Z	.

ali	Cc	ali
da/	X	da/
otUd	Rgp	otud
nEki	Agpmsny	neki
čovEk	Ncmsn	čovek
•	X	•
od	Sg	od
((?))	X	((?))
nekakAv	Pi-nsn	nekakav
.	Z	.

i	Cc	i
dojdE	Vmr3s	doći
i	Cc	i
velI	Vmr3s	velim
.	Z	.

ma	I	ma
vEli	Vmr3s	velim
vI	Pp2-pn	vi
•	X	•
kAžu	Vmr3p	kazati
da	Cs	da
Imate	Vmr2p	imati
ḱErku	Ncfsn	kćerka
za	Sa	za
Udaju	Ncfsa	udaja
a	Cc	a
nEma	Vmr3s	imati
vi	Pp2-pn	vi
ḱErka	Ncfsn	ćerka
ovdEka	Rgp	ovde
.	Z	.

s	Sg	sa
sAva	Npfsn	Sava
dojdE	Vmr3s	doći
od	Sg	od
((?))	X	((?))
.	Z	.

((?))	X	((?))
Oni	Pp3mpn	oni
pa	Cc	pa
volEli	Vmp-pm	voleti
dOle	Rgp	dole
((?))	X	((?))
da	Cs	da
Ide	Vmr3s	ići
u	Sa	u
gradIšte	Npmsan	gradIšte
.	Z	.

prosIše	Vmr3s	prosisati
ju	Pp3fsa	on
iz	Sg	iz
gradIšte	Ncnsn	gradište
a	Cc	a
Ona	Pp3fsn	on
ne	Qz	ne
tejA	Vmr1s	tejti
da	Cs	da
otIde	Vma3s	otići
dOle	Rgp	dole
.	Z	.

a	Cc	a
mI	Pp1-pn	ja
kazUjemo	Vmr1p	kazivati
onA	Pp3fsn	on
u	Sa	u
bOr	Ncmsan	bor
((?))	X	((?))
kod	Sg	kod
tEtku	Ncfsa	tetka
tAm	Rgp	tamo
•	X	•
da	Cs	da
Uči	Vmr3s	učiti
••	X	••
za	Sa	za
šnAjderku	Ncmsay	šnajderka
.	Z	.

i	Cc	i
tEk	Rgp	tek
dođOše	Vma3p	doći
milIcija	Ncfsn	milicija
.	Z	.

milIcija	Ncfsn	milicija
i	Cc	i
trAže	Vmr3p	tražiti
na	Sa	na
čovEkatoga	Npmsay	čovEkati
lIčnu	Agpfsay	ličan
kArtu	Ncfsa	karta
••	X	••
odOkle	Rgp	odakle
je	Var3s	biti
.	Z	.

vEli	Vmr3s	velim
Ja	Pp1-sn	ja
sam	Var1s	biti
tAmo	Rgp	tamo
((?))	X	((?))
zAičar	Npmsay	zaječar
.	Z	.

pa	Cc	pa
me	Pp1-sa	ja
preporučIla	Vmp-sf	preporučiti
jednA	Mlcfsn	jedan
vEli	Vmr3s	velim
ženA	Ncfsn	žena
da	Cs	da
Ima	Vmr3s	imati
ovAj	Pdsn	ovaj
čovEk	Ncmsn	čovek
ḱErku	Ncfsn	kćerka
jA	Pp1-sn	ja
Imam	Vmr1s	imati
sIna	Ncmsay	sin
.	Z	.

pa	Cc	pa
vEli	Vmr3s	velim
gdE	Rgp	gde
je	Var3s	biti
ḱErkata	Vmp-pm	ḱerkati
•	X	•
mI	Pp1-pn	ja
kazUjemo	Vmr1p	kazivati
u	Sa	u
bOr	Ncmsan	bor
.	Z	.

pOsle	Rgp	posle
mI	Pp1-sd	ja
••	X	••
otOmo	Ncfpn	otoma
sas	Si	sa
mUžatoga	Pp3msa	mUžatoga
u	Sa	u
pOdrum	Ncmsan	podrum
za	Sa	za
rakIju	Ncfsa	rakija
.	Z	.

da	Cs	da
nAjdemo	Qr	nAjdemo
da	Cs	da
večEra	Ncfsn	večera
čovEk	Ncmsn	čovek
da	Cs	da
((?))	X	((?))
ovdEka	Rgp	ovde
.	Z	.

onOg	Mlomsn	onog
milicAjac	Ncmsn	milicajac
po	Si	po
nAs	Pp1-pa	mi
•	X	•
pa	Cc	pa
pIta	Vmr3s	pitati
sAvu	Npfsa	Sava
•	X	•
mUžatoga	Npfsn	mUžatoga
.	Z	.

kAv	Npmsn	kAv
je	Var3s	biti
vAj	Agpmsny	vaj
čovEk	Ncmsn	čovek
.	Z	.

a	Cc	a
sAva	Npfsn	Sava
velI	Vmr3s	velim
ovOj	Pd-nsn	ovaj
čovEk	Ncmsn	čovek
velI	Vmr3s	velim
kAže	Vmr3s	kazati
da	Cs	da
je	Var3s	biti
otUda	Rgp	otuda
od	Sg	od
kəm	Mdm	kəm
zAečar	Rgp	zaečar
((?))	X	((?))
.	Z	.

pa	Cc	pa
ga	Pp3msa	on
preporučIla	Vmp-sf	preporučiti
ednA	Mlcfsn	jedan
onAm	Rgp	onamo
((?))	X	((?))
stojAnka	Npfsn	Stojanka
.	Z	.

da	Cs	da
Imam	Vmr1s	imati
jA	Pp1-sn	ja
ḱErku	Ncfsn	kćerka
za	Sa	za
Udaju	Ncfsa	udaja
ali	Cc	ali
je	Var3s	biti
rEko	Vmp-sm	reći
onA/	Pd-nsn	onA/
pa	Cc	pa
kAm	Rgp	kad
dE	X	de
ti	Pp2-sd	ti
je	Var3s	biti
ḱErka	Ncfsn	ćerka
ḱErla	Vmpf	ḱErla
rEko	Vma1s	reći
vEli	Vmr3s	velim
u	Sa	u
bOr	Ncmsan	bor
.	Z	.

i	Cc	i
čovEkatoga	Agpmsnn	čovekatoga
svE	Pi-nsn	sav
uzEše	Vma3p	uzeti
mu	Pp3msd	on
i	Cc	i
lIčnu	Agpfsay	ličan
kArtu	Ncfsa	karta
i	Cc	i
saslušAše	Vma3p	saslušati
ga	Pp3msa	on
ovdEka	Rgp	ovde
milIcija	Ncfsn	milicija
i	Cc	i
odOše	Vma3p	otići
si	Px--sd	sebe
.	Z	.

jA	Pp1-sn	ja
vEli	Vmr3s	velim
ovIja	Pd-mpa	ovaj
da	Cs	da
je/	X	je/
mIsle	Vmr3p	misliti
da	Cs	da
je	Var3s	biti
nekIi	Npmsn	nekIi
••	X	••
špekulAnt	Ncmsn	špekulant
kakƏv	Ncmsn	kakəv
li	Qq	li
e	I	e
ne	Qz	ne
znAm	Vmr1s	znati
ni	Qo	ni
jA	Pp1-sn	ja
.	Z	.

i	Cc	i
čovEkət	Ncmsn-t	čovek
ti	Pp2-sd	ti
otIde	Vma3s	otići
al	Cc	ali
Eto	I	eto
prosIli	Vmp-pm	prositi
tAg	Rgp	tako
.	Z	.

a	Cc	a
tOj	Pd-nsn	taj
sInko	Ncmsn	sinko
jA/	Npmsn	jA/
ovdEke	Vmr3s	ovdivati
kod	Sg	kod
nAs	Pp1-pg	mi
toJ	Pd-nsn	taj
nE	Qz	ne
bilO	Vmp-sn	biti
.	Z	.

Eto	I	eto
Taj	Pd-msn	taj
se	Px--sa	sebe
vRnu/	Pd-nsn	vRnu/
e	I	e
tAj	Pd-msn	taj
štO	Cs	što
bEše	Vce3s	biti
••	X	••
za	Sa	za
slAvka	Npmsay	slAvko
mladEna	Npmsay	Mladen
.	Z	.

onA	Pp3fsn	on
si	Px--sd	sebe
se	Pxsa	sebe
vRnu	Vmr3p	vrnuti
kod	Sg	kod
•	X	•
baštU	Ncfsa	bašta
.	Z	.

On	Pp3msn	on
bIl	Vmp-sm	biti
na	Sa	na
((?))	X	((?))
On	Pp3msn	on
odAvde	Rgp	odavde
u	Sl	u
suvodOl	Ncfsl	suvodoa
u	Sa	u
cRkvu	Ncfsa	crkva
.	Z	.

On	Pp3msn	on
dvE	Mlcf	dva
ḱErke	Ncfsg	ḱerka
imAl	Vmp-sm	imati
Obe	Mlcf-n	oba
dAl	Vmp-sm	dati
u	Sa	u
cRkvu	Ncfsa	crkva
.	Z	.

On	Pp3msn	on
bIl	Vmp-sm	biti
crkvAr	Ncmsn	crkvar
.	Z	.

i	Cc	i
•	X	•
pOsle	Rgp	posle
onA	Pp3fsn	on
se	Px--sd	sebe
Oženi	Vma1s	oženiti
u	Sa	u
onOj/	Npmsan	onOj/
u	Sl	u
čitlUk	Npfsl	čitlUk
.	Z	.

onOj	Pd-nsn	onaj
je	Var3s	biti
mUž	Ncmsn	muž
poginUl	Npmsn	poginUl
.	Z	.

i	Cc	i
onA	Pp3fsn	on
velI	Vmr3s	velim
sAg	Rgp	sad
•	X	•
Imam	Vmr1s	imati
jA	Pp1-sn	ja
•	X	•
dOle	Rgp	dole
ḱErku	Ncfsn	kćerka
.	Z	.

pa	Cc	pa
doOdi	Vmr3s	doći
brAt	Ncmsn	brat
edAn	Mlcmsn	jedan
iz	Sg	iz
tU/	Pd-nsa	tU/
sOkobanju	Vmp-pm	sokobanti
pa	Cc	pa
mi	Pp1-sd	ja
kazUe	Px--sa	kazUe
vEli	Vmr3s	velim
.	Z	.

stAlno	Rgp	stalno
velI	Vmr3s	velim
vOzim	Vmr1s	voziti
po	Sa	po
ovU	Pdsa	ovaj
seljAnku	Ncfsa	seljanka
.	Z	.

rEko	Vma1s	reći
kojU	Pisa	koji
vEli	Vmr3s	velim
dEvicu	Ncfsa	devica
.	Z	.

sEdi	Agpmpny	sed
si	Px--sd	sebe
u	Sl	u
čiflUk	Npmsl	čifl
.	Z	.

nesU	Vcr3p	biti
.	Z	.

Aha	Qr	aha
.	Z	.

onI	Pp3mpn	oni
u	Sa	u
jednU	Mlcfsa	jedan
kUću	Ncfsa	kuća
.	Z	.

pa	Cc	pa
Ete	Ncfpn	Eta
tekA	Rgp	tako
bilO	Vmp-sn	biti
tOj/	Agpnsny	toji
ali	Cc	ali
ovIja/	Npmsn	ovIja/
tIja	Pd-mpn	taj
gOre	Rgp	gore
((?))	X	((?))
budI/	Vmp-sf	budti
onI	Pp3mpn	oni
pregradIli	Vmp-pm	pregraditi
.	Z	.

onI	Pp3mpn	oni
pregradIli	Vmp-pm	pregraditi
••	X	••
dvE	Mlcf	dva
sObice	Ncfsg	sobica
tAm	Rgp	tamo
za	Sa	za
ednogA	Agpmsayy	ednoi
brAta	Ncmsay	brat
dvE	Mlcf-n	dva
za	Sa	za
drUgoga	Mlomsg	drugi
.	Z	.

jA	Pp1-sn	ja
edAn	Mlcmsn	jedan
hOdnik	Ncmsn	hodnik
bEše	Vce3s	biti
pa	Cc	pa
pOsle	Rgp	posle
pregradIše	Vma3p	pregraditi
i	Cc	i
hOdnik	Ncmsn	hodnik
.	Z	.

onI	Pp3mpn	oni
nEsu	Var3p	biti
bIli	Vapm	biti
dEljeni	Appmpny	deliti
ni	Qo	ni
onI	Pp3mpn	oni
.	Z	.

aaa	Cc	a
•	X	•
ovIja	Pd-mpa	ovaj
mojI	Ps1mpn	moj
nesU/	Sl	nesU/
onI	Pp3mpn	oni
si	Px--sd	sebe
bilI	Vmp-pm	biti
onAk	Rgp	onako
.	Z	.

pa	Cc	pa
pOsle	Rgp	posle
On	Pp3msn	on
Umre	Vmr3s	umreti
.	Z	.

a	Cc	a
mojA	Ps1fsn	moj
mAti	Ncfsn	mati
onA	Pp3fsn	on
dUmaše	Vme3s	dumati
na	Sa	na
baštU	Ncfsa	bašta
.	Z	.

Ajde	I	hajde
brE	I	bre
Ajde	I	hajde
vEli	Vmr3s	velim
da	Cs	da
si	Vcr2s	biti
mI	Pp1-pn	ja
kUpimo	Vmr1p	kupiti
kUću	Ncfsa	kuća
da	Cs	da
se	Pxsa	sebe
podElimo	Vmr1p	podeliti
decA	Ncnpn	dete
mi	Pp1-sd	ja
vEli	Vmr3s	velim
u	Sa	u
bOr	Ncmsan	bor
.	Z	.

pa	Cc	pa
vEli	Vmr3s	velim
doOde	Vmr3s	doći
otUd	Rgp	otud
snAje	Agpmsnn	snaje
doOodev	Ncmsn	dooodev
unUci	Ncmpn	unuk
nEma	Vmr3s	imati
mI	Pp1-pn	ja
smo	Var1p	biti
mlOgo	Rgp	mnogo
ovdEka	Rgp	ovde
a	Cc	a
Ono	Pd-nsn	onaj
kUḱa	Ncfsn	kuća
bEše	Vce3s	biti
mƏnecka	Agpfsny	mənecki
((?))	X	((?))
nEma	Vmr3s	imati
Ništa	Pi3n-a	ništa
.	Z	.

On	Pp3msn	on
jOk	I	jok
.	Z	.

a	Cc	a
onA/	Rgp	ona/
On	Pp3msn	on
Umre	Vmr3s	umreti
onA	Pp3fsn	on
se	Px--sd	sebe
Oženi	Vma1s	oženiti
u	Sa	u
kAndalicu	Ncfsa	kandalica
••	X	••
pa	Cc	pa
pOdeli	Vmr3s	podeliti
svE	Pi-nsn	sav
.	Z	.

svE	Pi-nsn	sav
Uze	Npmpa	Uz
.	Z	.

i	Cc	i
krAve	Ncfpa	krava
i	Cc	i
Ovce	Ncfpn	ovca
i	Cc	i
pčEle	Ncfpa	pčela
Imaše	Vme3s	imati
pčEle	Ncfpn	pčela
i	Cc	i
•	X	•
svE	Pi-nsn	sav
svEt	Ncmsn	svet
poIstinu	Vmp-sn	poistiti
svE	Pi-nsn	sav
Uze	Npmpa	Uz
.	Z	.

tAg	Rgp	tako
poživE	Vmr3p	poživeti
pa	Cc	pa
umrE	Vmr3s	umreti
i	Cc	i
onA	Pp3fsn	on
.	Z	.

mOj	Ps1msn	moj
baštA	Ncmsn	bašta
.	Z	.

On	Pp3msn	on
gAzda	Ncmsn	gazda
•	X	•
On	Pp3msn	on
pOstar	Agpmsnn	postar
i	Cc	i
On	Pp3msn	on
narEdi	Vmr3s	narediti
•	X	•
koI	Pi3m-n	koji
da	Cs	da
dE	Rgp	gde
Ide	Vmr3s	ići
.	Z	.

ali	Cc	ali
bEše	Vce3s	biti
((?))	X	((?))
On	Pp3msn	on
bIl	Vmp-sm	biti
bolešljIv	Agpmsnn	bolešljiv
.	Z	.

On	Pp3msn	on
nIje	Var3s	biti
bAš	Qo	baš
išAl	Vmp-sm	ići
u	Sa	u
pOlje	Ncnsa	polje
On	Pp3msn	on
bOlan	Agpmsnn	bolan
bEše	Vce3s	biti
.	Z	.

On	Pp3msn	on
pokraj	Sg	pokraj
kUḱu	Ncfsa	kuća
takvO	Pd-nsn	takav
čUkaše	Vme3p	čukati
takvO	Pd-nsn	takav
prAi	Vmr3s	praviti
krEvet	Ncmsn	krevet
takvO	Pd-nsn	takav
neštO	Pi3n-a	nešto
.	Z	.

stolIce	Ncfpn	stolica
takvO	Pd-nsn	takav
aa	Cc	a
nIje	Var3s	biti
išAl	Vmp-sm	ići
u	Sa	u
pOlje	Ncnsa	polje
.	Z	.

a	Cc	a
mOjat	Ps1msn	moj
baštA	Ncmsn	bašta
On	Pp3msn	on
išAl	Vmp-sm	ići
budAla	Ncfsn	budala
i	Cc	i
On	Pp3msn	on
bIl	Vmp-sm	biti
.	Z	.

kAdno	Npmsn	kAdno
bEše	Vce3s	biti
Akcije	Ncfpn	akcija
On	Pp3msn	on
bIl	Vcp-sm	biti
u	Sa	u
bOr	Ncmsan	bor
.	Z	.

u	Sl	u
Akije	Npfsl	Akije
onE	Pp3fpn	oni
•	X	•
pa	Cc	pa
imAL	Vmp-sm	imati
tAm	Rgp	tamo
dvA	Mlc	dva
sIna	Ncmsg	sin
mOj	Ps1msn	moj
baštA	Ncmsn	bašta
.	Z	.

pa	Cc	pa
imAL	Vmp-sm	imati
i	Cc	i
brAta	Ncmsay	brat
bIl	Vmp-sm	biti
ispEktor	Ncmsn	ispektor
v	Sa	u
nEkakəv	Mdc	nekakəv
čEda	Npmsn	čeda
.	Z	.

a	Cc	a
On	Pp3msn	on
sedEl	Vme3s	sedeti
trI	Mlc	tri
mEseca	Ncmsg	mesec
pa	Cc	pa
kad	Cs	kad
vEč	Rgp	već
bilO	Vcp-sn	biti
da	Cs	da
se	Pxsa	sebe
bOlje	Rgc	dobro
bUde	Var3s	biti
On	Pp3msn	on
mu	Pp3msd	on
rekAl	Vmp-sm	reći
brAtat	Ncmsn-t	brat
.	Z	.

vEli	Vmr3s	velim
brAte	Vmr3p	bratiti
nemOj	Vmm2s	moći
sAd	Rgp	sad
da	Cs	da
si	Px--sd	sebe
Ideš	Vmr2s	ići
.	Z	.

poprAvlja	Vmr3s	popravljati
se	Pxsa	sebe
vrEme	Ncnsn	vreme
sEdi	Vmr3s	sedeti
ovdEka	Rgp	ovde
i	Cc	i
če	Var3s	hteti
da	Cs	da
dobIješ	Vmr2s	dobiti
pEnziju	Ncfsa	penzija
mAni	Ncfsd	mana
nemO	Vmm2s	nemoj
da	Cs	da
Ideš	Vmr2s	ići
u	Sl	u
dRvnik	Npfsl	dRvnik
.	Z	.

o	I	o
ću	Var1s	hteti
da	Cs	da
Im	Pp3-pd	oni
jA	Pp1-sn	ja
tAm	Rgp	tamo
da	Cs	da
orEm	Vmr1s	orati
.	Z	.

da	Cs	da
Im	Pp3-pd	oni
da	Cs	da
orEm	Vmr1s	orati
jA	Pp1-sn	ja
tAm	Rgp	tamo
.	Z	.

da	Cs	da
je	Var3s	biti
siromA	Agpmpdy	siro
i	Cc	i
da	Cs	da
je/	X	je/
se	Pxsa	sebe
ostAl	Vmp-sm	ostati
tAm	Rgp	tamo
imAl	Vmp-sm	imati
bi	Vaa3p	biti
